Region,Wine,LWIN11,Vintage,LWIN7,Index,Sub-Index,Latitude,Longitude,Mar-Sept avg rainfall ,Critic Score
Spain,"Vega Sicilia, Unico",11213592006,2006,1121359,Rest of the World 60,Rest of the World ,,,,
Spain,"Vega Sicilia, Unico",11213592005,2005,1121359,Rest of the World 60,Rest of the World ,,,,
Spain,"Vega Sicilia, Unico",11213592004,2004,1121359,Rest of the World 60,Rest of the World ,,,,
Spain,"Vega Sicilia, Unico",11213592003,2003,1121359,Rest of the World 60,Rest of the World ,,,,
Spain,"Vega Sicilia, Unico",11213592002,2002,1121359,Rest of the World 60,Rest of the World ,,,,
Spain,"Vega Sicilia, Unico",11213592000,2000,1121359,Rest of the World 60,Rest of the World ,,,,
Bordeaux (Red),Vieux Chateau Certan,10160822017,2017,1016082,Bordeaux 500,Right Bank 100,44.92774,-0.19789,470,
Bordeaux (Red),Vieux Chateau Certan,10160822016,2016,1016082,Bordeaux 500,Right Bank 100,44.92774,-0.19789,418,
Bordeaux (Red),Vieux Chateau Certan,10160822015,2015,1016082,Bordeaux 500,Right Bank 100,44.92774,-0.19789,353,
Bordeaux (Red),Vieux Chateau Certan,10160822014,2014,1016082,Bordeaux 500,Right Bank 100,44.92774,-0.19789,473,
Bordeaux (Red),Vieux Chateau Certan,10160822013,2013,1016082,Bordeaux 500,Right Bank 100,44.92774,-0.19789,526,
Bordeaux (Red),Vieux Chateau Certan,10160822012,2012,1016082,Bordeaux 500,Right Bank 100,44.92774,-0.19789,440,
Bordeaux (Red),Vieux Chateau Certan,10160822011,2011,1016082,Bordeaux 500,Right Bank 100,44.92774,-0.19789,269,
Bordeaux (Red),Vieux Chateau Certan,10160822010,2010,1016082,Bordeaux 500,Right Bank 100,44.92774,-0.19789,278,
Bordeaux (Red),Vieux Chateau Certan,10160822009,2009,1016082,Bordeaux 500,Right Bank 100,44.92774,-0.19789,420,
Bordeaux (Red),Vieux Chateau Certan,10160822008,2008,1016082,Bordeaux 500,Right Bank 100,44.92774,-0.19789,,
Rhone,"Vieux Telegraphe, Chateauneuf Du Pape",11180762018,2018,1118076,Rhone 100,Southern Rhone 50,,,,
Rhone,"Vieux Telegraphe, Chateauneuf Du Pape",11180762017,2017,1118076,Rhone 100,Southern Rhone 50,,,,
Rhone,"Vieux Telegraphe, Chateauneuf Du Pape",11180762016,2016,1118076,Rhone 100,Southern Rhone 50,,,,
Rhone,"Vieux Telegraphe, Chateauneuf Du Pape",11180762015,2015,1118076,Rhone 100,Southern Rhone 50,,,,
Rhone,"Vieux Telegraphe, Chateauneuf Du Pape",11180762014,2014,1118076,Rhone 100,Southern Rhone 50,,,,
Rhone,"Vieux Telegraphe, Chateauneuf Du Pape",11180762013,2013,1118076,Rhone 100,Southern Rhone 50,,,,
Rhone,"Vieux Telegraphe, Chateauneuf Du Pape",11180762012,2012,1118076,Rhone 100,Southern Rhone 50,,,,
Rhone,"Vieux Telegraphe, Chateauneuf Du Pape",11180762011,2011,1118076,Rhone 100,Southern Rhone 50,,,,
Rhone,"Vieux Telegraphe, Chateauneuf Du Pape",11180762010,2010,1118076,Rhone 100,Southern Rhone 50,,,,
Rhone,"Vieux Telegraphe, Chateauneuf Du Pape",11180762009,2009,1118076,Rhone 100,Southern Rhone 50,,,,
Bordeaux (White),Yquem,10177572017,2017,1017757,Bordeaux 500,Sauternes 50,44.5447,-0.3287,470,
Bordeaux (White),Yquem,10177572016,2016,1017757,Bordeaux 500,Sauternes 50,44.5447,-0.3287,418,
Bordeaux (White),Yquem,10177572015,2015,1017757,Bordeaux 500,Sauternes 50,44.5447,-0.3287,353,
Bordeaux (White),Yquem,10177572014,2014,1017757,Bordeaux 500,Sauternes 50,44.5447,-0.3287,473,
Bordeaux (White),Yquem,10177572013,2013,1017757,Bordeaux 500,Sauternes 50,44.5447,-0.3287,526,
Bordeaux (White),Yquem,10177572011,2011,1017757,Bordeaux 500,Sauternes 50,44.5447,-0.3287,269,
Bordeaux (White),Yquem,10177572010,2010,1017757,Bordeaux 500,Sauternes 50,44.5447,-0.3287,278,
Bordeaux (White),Yquem,10177572009,2009,1017757,Bordeaux 500,Sauternes 50,44.5447,-0.3287,420,
Bordeaux (White),Yquem,10177572008,2008,1017757,Bordeaux 500,Sauternes 50,44.5447,-0.3287,,
Bordeaux (White),Yquem,10177572007,2007,1017757,Bordeaux 500,Sauternes 50,44.5447,-0.3287,,
