Region,Wine,LWIN11,Vintage,LWIN7,Index,Sub-Index,Latitude,Longitude,Mar-Sept avg rainfall ,Critic Score
Bordeaux (Red),Angelus,10060452017,2017,1006045,Bordeaux 500,Right Bank 100,44.8928817,-0.1704865,470,
Burgundy (Red),Angelus,10060452016,2016,1006045,Bordeaux 500,Right Bank 100,44.8928817,-0.1704865,418,
Bordeaux (Red),Angelus,10060452015,2015,1006045,Bordeaux 500,Right Bank 100,44.8928817,-0.1704865,353,
Bordeaux (Red),Angelus,10060452014,2014,1006045,Bordeaux 500,Right Bank 100,44.8928817,-0.1704865,473,
Bordeaux (Red),Angelus,10060452013,2013,1006045,Bordeaux 500,Right Bank 100,44.8928817,-0.1704865,526,
Bordeaux (Red),Angelus,10060452012,2012,1006045,Bordeaux 500,Right Bank 100,44.8928817,-0.1704865,440,
Bordeaux (Red),Angelus,10060452011,2011,1006045,Bordeaux 500,Right Bank 100,44.8928817,-0.1704865,269,
Bordeaux (Red),Angelus,10060452010,2010,1006045,Bordeaux 500,Right Bank 100,44.8928817,-0.1704865,278,
Bordeaux (Red),Angelus,10060452009,2009,1006045,Bordeaux 500,Right Bank 100,44.8928817,-0.1704865,420,
Bordeaux (Red),Angelus,10060452008,2008,1006045,Bordeaux 500,Right Bank 100,44.8928817,-0.1704865,,
Bordeaux (Red),Angelus,10060452000,2000,1006045,Bordeaux Legends 40,Bordeaux Legends ,,,,
Burgundy (red),"Armand Rousseau, Chambertin",10570052018,2018,1057005,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Armand Rousseau, Chambertin",10570052017,2017,1057005,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Armand Rousseau, Chambertin",10570052016,2016,1057005,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Armand Rousseau, Chambertin",10570052015,2015,1057005,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Armand Rousseau, Chambertin",10570052014,2014,1057005,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Armand Rousseau, Chambertin",10570052013,2013,1057005,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Armand Rousseau, Chambertin",10570052012,2012,1057005,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Armand Rousseau, Chambertin",10570052011,2011,1057005,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Armand Rousseau, Chambertin",10570052010,2010,1057005,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Armand Rousseau, Chambertin",10570052009,2009,1057005,Burgundy150,Red Burgundy ,,,,
Bordeaux (Red),Ausone,10062052017,2017,1006205,Bordeaux 500,Right Bank 50,44.8888,0.1569,470,
Bordeaux (Red),Ausone,10062052016,2016,1006205,Bordeaux 500,Right Bank 50,44.8888,0.1569,418,
Bordeaux (Red),Ausone,10062052015,2015,1006205,Bordeaux 500,Right Bank 50,44.8888,0.1569,353,
Bordeaux (Red),Ausone,10062052014,2014,1006205,Bordeaux 500,Right Bank 50,44.8888,0.1569,473,
Bordeaux (Red),Ausone,10062052013,2013,1006205,Bordeaux 500,Right Bank 50,44.8888,0.1569,526,
Bordeaux (Red),Ausone,10062052012,2012,1006205,Bordeaux 500,Right Bank 50,44.8888,0.1569,440,
Bordeaux (Red),Ausone,10062052011,2011,1006205,Bordeaux 500,Right Bank 50,44.8888,0.1569,269,
Bordeaux (Red),Ausone,10062052010,2010,1006205,Bordeaux 500,Right Bank 50,44.8888,0.1569,278,
Bordeaux (Red),Ausone,10062052009,2009,1006205,Bordeaux 500,Right Bank 50,44.8888,0.1569,420,
Bordeaux (Red),Ausone,10062052008,2008,1006205,Bordeaux 500,Right Bank 50,44.8888,0.1569,,
Bordeaux (Red),Ausone,10062052000,2000,1006205,Bordeaux Legends 40,Bordeaux Legends ,,,,
Bordeaux (Red),Ausone,10062051998,1998,1006205,Bordeaux Legends 40,Bordeaux Legends ,,,,
Rhone,"Beaucastel, Chateauneuf Du Pape",11083872018,2018,1108387,Rhone 100,Southern Rhone 50,,,,
Rhone,"Beaucastel, Chateauneuf Du Pape",11083872017,2017,1108387,Rhone 100,Southern Rhone 50,,,,
Rhone,"Beaucastel, Chateauneuf Du Pape",11083872016,2016,1108387,Rhone 100,Southern Rhone 50,,,,
Rhone,"Beaucastel, Chateauneuf Du Pape",11083872015,2015,1108387,Rhone 100,Southern Rhone 50,,,,
Rhone,"Beaucastel, Chateauneuf Du Pape",11083872014,2014,1108387,Rhone 100,Southern Rhone 50,,,,
Rhone,"Beaucastel, Chateauneuf Du Pape",11083872013,2013,1108387,Rhone 100,Southern Rhone 50,,,,
Rhone,"Beaucastel, Chateauneuf Du Pape",11083872012,2012,1108387,Rhone 100,Southern Rhone 50,,,,
Rhone,"Beaucastel, Chateauneuf Du Pape",11083872011,2011,1108387,Rhone 100,Southern Rhone 50,,,,
Rhone,"Beaucastel, Chateauneuf Du Pape",11083872010,2010,1108387,Rhone 100,Southern Rhone 50,,,,
Rhone,"Beaucastel, Chateauneuf Du Pape",11083872009,2009,1108387,Rhone 100,Southern Rhone 50,,,,
Rhone,"Beaucastel, Chateauneuf Du Pape Hommage J Perrin",11084042018,2018,1108404,Rhone 100,Southern Rhone 50,,,,
Rhone,"Beaucastel, Chateauneuf Du Pape Hommage J Perrin",11084042017,2017,1108404,Rhone 100,Southern Rhone 50,,,,
Rhone,"Beaucastel, Chateauneuf Du Pape Hommage J Perrin",11084042016,2016,1108404,Rhone 100,Southern Rhone 50,,,,
Rhone,"Beaucastel, Chateauneuf Du Pape Hommage J Perrin",11084042015,2015,1108404,Rhone 100,Southern Rhone 50,,,,
Rhone,"Beaucastel, Chateauneuf Du Pape Hommage J Perrin",11084042014,2014,1108404,Rhone 100,Southern Rhone 50,,,,
Rhone,"Beaucastel, Chateauneuf Du Pape Hommage J Perrin",11084042013,2013,1108404,Rhone 100,Southern Rhone 50,,,,
Rhone,"Beaucastel, Chateauneuf Du Pape Hommage J Perrin",11084042012,2012,1108404,Rhone 100,Southern Rhone 50,,,,
Rhone,"Beaucastel, Chateauneuf Du Pape Hommage J Perrin",11084042011,2011,1108404,Rhone 100,Southern Rhone 50,,,,
Rhone,"Beaucastel, Chateauneuf Du Pape Hommage J Perrin",11084042010,2010,1108404,Rhone 100,Southern Rhone 50,,,,
Rhone,"Beaucastel, Chateauneuf Du Pape Hommage J Perrin",11084042009,2009,1108404,Rhone 100,Southern Rhone 50,,,,
Bordeaux (Red),Beychevelle,10071012017,2017,1007101,Bordeaux 500,Left Bank 200,45.1442,0.7343,470,
Bordeaux (Red),Beychevelle,10071012016,2016,1007101,Bordeaux 500,Left Bank 200,45.1442,0.7343,418,
Bordeaux (Red),Beychevelle,10071012015,2015,1007101,Bordeaux 500,Left Bank 200,45.1442,0.7343,353,
Bordeaux (Red),Beychevelle,10071012014,2014,1007101,Bordeaux 500,Left Bank 200,45.1442,0.7343,473,
Bordeaux (Red),Beychevelle,10071012013,2013,1007101,Bordeaux 500,Left Bank 200,45.1442,0.7343,526,
Bordeaux (Red),Beychevelle,10071012012,2012,1007101,Bordeaux 500,Left Bank 200,45.1442,0.7343,440,
Bordeaux (Red),Beychevelle,10071012011,2011,1007101,Bordeaux 500,Left Bank 200,45.1442,0.7343,269,
Bordeaux (Red),Beychevelle,10071012010,2010,1007101,Bordeaux 500,Left Bank 200,45.1442,0.7343,278,
Bordeaux (Red),Beychevelle,10071012009,2009,1007101,Bordeaux 500,Left Bank 200,45.1442,0.7343,420,
Bordeaux (Red),Beychevelle,10071012008,2008,1007101,Bordeaux 500,Left Bank 200,45.1442,0.7343,,
Champagne,"Bollinger, Grande Annee",10817892012,2012,1081789,Champagne 50,Champagne ,,,,
Champagne,"Bollinger, Grande Annee",10817892008,2008,1081789,Champagne 50,Champagne ,,,,
Champagne,"Bollinger, Grande Annee",10817892007,2007,1081789,Champagne 50,Champagne ,,,,
Champagne,"Bollinger, Grande Annee",10817892005,2005,1081789,Champagne 50,Champagne ,,,,
Burgundy (white),"Bonneau Martray, Corton Charlemagne",10617762018,2018,1061776,Burgundy150,White Burgundy ,,,,
Burgundy (white),"Bonneau Martray, Corton Charlemagne",10617762017,2017,1061776,Burgundy150,White Burgundy ,,,,
Burgundy (white),"Bonneau Martray, Corton Charlemagne",10617762016,2016,1061776,Burgundy150,White Burgundy ,,,,
Burgundy (white),"Bonneau Martray, Corton Charlemagne",10617762015,2015,1061776,Burgundy150,White Burgundy ,,,,
Burgundy (white),"Bonneau Martray, Corton Charlemagne",10617762014,2014,1061776,Burgundy150,White Burgundy ,,,,
Burgundy (white),"Bonneau Martray, Corton Charlemagne",10617762013,2013,1061776,Burgundy150,White Burgundy ,,,,
Burgundy (white),"Bonneau Martray, Corton Charlemagne",10617762012,2012,1061776,Burgundy150,White Burgundy ,,,,
Burgundy (white),"Bonneau Martray, Corton Charlemagne",10617762011,2011,1061776,Burgundy150,White Burgundy ,,,,
Burgundy (white),"Bonneau Martray, Corton Charlemagne",10617762010,2010,1061776,Burgundy150,White Burgundy ,,,,
Burgundy (white),"Bonneau Martray, Corton Charlemagne",10617762009,2009,1061776,Burgundy150,White Burgundy ,,,,
Bordeaux (Red),Calon Segur,10074752017,2017,1007475,Bordeaux 500,Left Bank 200,45.2668, 0.7776,470,
Bordeaux (Red),Calon Segur,10074752016,2016,1007475,Bordeaux 500,Left Bank 200,45.2668, 0.7776,418,
Bordeaux (Red),Calon Segur,10074752015,2015,1007475,Bordeaux 500,Left Bank 200,45.2668, 0.7776,353,
Bordeaux (Red),Calon Segur,10074752014,2014,1007475,Bordeaux 500,Left Bank 200,45.2668, 0.7776,473,
Bordeaux (Red),Calon Segur,10074752013,2013,1007475,Bordeaux 500,Left Bank 200,45.2668, 0.7776,526,
Bordeaux (Red),Calon Segur,10074752012,2012,1007475,Bordeaux 500,Left Bank 200,45.2668, 0.7776,440,
Bordeaux (Red),Calon Segur,10074752011,2011,1007475,Bordeaux 500,Left Bank 200,45.2668, 0.7776,269,
Bordeaux (Red),Calon Segur,10074752010,2010,1007475,Bordeaux 500,Left Bank 200,45.2668, 0.7776,278,
Bordeaux (Red),Calon Segur,10074752009,2009,1007475,Bordeaux 500,Left Bank 200,45.2668, 0.7776,420,
Bordeaux (Red),Calon Segur,10074752008,2008,1007475,Bordeaux 500,Left Bank 200,45.2668, 0.7776,,
Bordeaux (Red),Carruades Lafite,10078402017,2017,1007840,Bordeaux 500,Second Wines 50 ,45.225,-0.773056,470,
Bordeaux (Red),Carruades Lafite,10078402016,2016,1007840,Bordeaux 500,Second Wines 50 ,45.225,-0.773056,418,
Bordeaux (Red),Carruades Lafite,10078402015,2015,1007840,Bordeaux 500,Second Wines 50 ,45.225,-0.773056,353,
Bordeaux (Red),Carruades Lafite,10078402014,2014,1007840,Bordeaux 500,Second Wines 50 ,45.225,-0.773056,473,
Bordeaux (Red),Carruades Lafite,10078402013,2013,1007840,Bordeaux 500,Second Wines 50 ,45.225,-0.773056,526,
Bordeaux (Red),Carruades Lafite,10078402012,2012,1007840,Bordeaux 500,Second Wines 50 ,45.225,-0.773056,440,
Bordeaux (Red),Carruades Lafite,10078402011,2011,1007840,Bordeaux 500,Second Wines 50 ,45.225,-0.773056,269,
Bordeaux (Red),Carruades Lafite,10078402010,2010,1007840,Bordeaux 500,Second Wines 50 ,45.225,-0.773056,278,
Bordeaux (Red),Carruades Lafite,10078402009,2009,1007840,Bordeaux 500,Second Wines 50 ,45.225,-0.773056,420,
Bordeaux (Red),Carruades Lafite,10078402008,2008,1007840,Bordeaux 500,Second Wines 50 ,45.225,-0.773056,,
Rhone,"Chapoutier, Ermitage Pavillon",11097042018,2018,1109704,Rhone 100,Northern Rhone 50,,,,
Rhone,"Chapoutier, Ermitage Pavillon",11097042017,2017,1109704,Rhone 100,Northern Rhone 50,,,,
Rhone,"Chapoutier, Ermitage Pavillon",11097042016,2016,1109704,Rhone 100,Northern Rhone 50,,,,
Rhone,"Chapoutier, Ermitage Pavillon",11097042015,2015,1109704,Rhone 100,Northern Rhone 50,,,,
Rhone,"Chapoutier, Ermitage Pavillon",11097042014,2014,1109704,Rhone 100,Northern Rhone 50,,,,
Rhone,"Chapoutier, Ermitage Pavillon",11097042013,2013,1109704,Rhone 100,Northern Rhone 50,,,,
Rhone,"Chapoutier, Ermitage Pavillon",11097042012,2012,1109704,Rhone 100,Northern Rhone 50,,,,
Rhone,"Chapoutier, Ermitage Pavillon",11097042011,2011,1109704,Rhone 100,Northern Rhone 50,,,,
Rhone,"Chapoutier, Ermitage Pavillon",11097042010,2010,1109704,Rhone 100,Northern Rhone 50,,,,
Rhone,"Chapoutier, Ermitage Pavillon",11097042009,2009,1109704,Rhone 100,Northern Rhone 50,,,,
Bordeaux (Red),Cheval Blanc,10081082017,2017,1008108,Bordeaux 500,Right Bank 50,44.9195, 0.1897,470,
Bordeaux (Red),Cheval Blanc,10081082016,2016,1008108,Bordeaux 500,Right Bank 50,44.9195, 0.1897,418,
Bordeaux (Red),Cheval Blanc,10081082015,2015,1008108,Bordeaux 500,Right Bank 50,44.9195, 0.1897,353,
Bordeaux (Red),Cheval Blanc,10081082014,2014,1008108,Bordeaux 500,Right Bank 50,44.9195, 0.1897,473,
Bordeaux (Red),Cheval Blanc,10081082013,2013,1008108,Bordeaux 500,Right Bank 50,44.9195, 0.1897,526,
Bordeaux (Red),Cheval Blanc,10081082012,2012,1008108,Bordeaux 500,Right Bank 50,44.9195, 0.1897,440,
Bordeaux (Red),Cheval Blanc,10081082011,2011,1008108,Bordeaux 500,Right Bank 50,44.9195, 0.1897,269,
Bordeaux (Red),Cheval Blanc,10081082010,2010,1008108,Bordeaux 500,Right Bank 50,44.9195, 0.1897,278,
Bordeaux (Red),Cheval Blanc,10081082009,2009,1008108,Bordeaux 500,Right Bank 50,44.9195, 0.1897,420,
Bordeaux (Red),Cheval Blanc,10081082008,2008,1008108,Bordeaux 500,Right Bank 50,44.9195, 0.1897,,
Bordeaux (Red),Cheval Blanc,10081082000,2000,1008108,Bordeaux Legends 40,Bordeaux Legends ,,,,
Bordeaux (Red),Cheval Blanc,10081081998,1998,1008108,Bordeaux Legends 40,Bordeaux Legends ,,,,
Bordeaux (Red),Cheval Blanc,10081081995,1995,1008108,Bordeaux Legends 40,Bordeaux Legends ,,,,
Bordeaux (Red),Cheval Blanc,10081081990,1990,1008108,Bordeaux Legends 40,Bordeaux Legends ,,,,
Bordeaux (Red),Clarence Haut Brion,10081532017,2017,1008153,Bordeaux 500,Second Wines 50 ,44.8167,0.6087,470,
Bordeaux (Red),Clarence Haut Brion,10081532016,2016,1008153,Bordeaux 500,Second Wines 50 ,44.8167,0.6087,418,
Bordeaux (Red),Clarence Haut Brion,10081532015,2015,1008153,Bordeaux 500,Second Wines 50 ,44.8167,0.6087,353,
Bordeaux (Red),Clarence Haut Brion,10081532014,2014,1008153,Bordeaux 500,Second Wines 50 ,44.8167,0.6087,473,
Bordeaux (Red),Clarence Haut Brion,10081532013,2013,1008153,Bordeaux 500,Second Wines 50 ,44.8167,0.6087,526,
Bordeaux (Red),Clarence Haut Brion,10081532012,2012,1008153,Bordeaux 500,Second Wines 50 ,44.8167,0.6087,440,
Bordeaux (Red),Clarence Haut Brion,10081532011,2011,1008153,Bordeaux 500,Second Wines 50 ,44.8167,0.6087,269,
Bordeaux (Red),Clarence Haut Brion,10081532010,2010,1008153,Bordeaux 500,Second Wines 50 ,44.8167,0.6087,278,
Bordeaux (Red),Clarence Haut Brion,10081532009,2009,1008153,Bordeaux 500,Second Wines 50 ,44.8167,0.6087,420,
Bordeaux (Red),Clarence Haut Brion,10081532008,2008,1008153,Bordeaux 500,Second Wines 50 ,44.8167,0.6087,,
Bordeaux (White),Climens,10166912016,2016,1016691,Bordeaux 500,Sauternes 50,44.5894,0.3348,418,
Bordeaux (White),Climens,10166912015,2015,1016691,Bordeaux 500,Sauternes 50,44.5894,0.3348,353,
Bordeaux (White),Climens,10166912014,2014,1016691,Bordeaux 500,Sauternes 50,44.5894,0.3348,473,
Bordeaux (White),Climens,10166912013,2013,1016691,Bordeaux 500,Sauternes 50,44.5894,0.3348,526,
Bordeaux (White),Climens,10166912012,2012,1016691,Bordeaux 500,Sauternes 50,44.5894,0.3348,440,
Bordeaux (White),Climens,10166912011,2011,1016691,Bordeaux 500,Sauternes 50,44.5894,0.3348,269,
Bordeaux (White),Climens,10166912010,2010,1016691,Bordeaux 500,Sauternes 50,44.5894,0.3348,278,
Bordeaux (White),Climens,10166912009,2009,1016691,Bordeaux 500,Sauternes 50,44.5894,0.3348,420,
Bordeaux (White),Climens,10166912008,2008,1016691,Bordeaux 500,Sauternes 50,44.5894,0.3348,,
Bordeaux (White),Climens,10166912007,2007,1016691,Bordeaux 500,Sauternes 50,44.5894,0.3348,,
Bordeaux (Red),Clinet,10082252017,2017,1008225,Bordeaux 500,Right Bank 100,44.9341,0.2048,470,
Bordeaux (Red),Clinet,10082252016,2016,1008225,Bordeaux 500,Right Bank 100,44.9341,0.2048,418,
Bordeaux (Red),Clinet,10082252015,2015,1008225,Bordeaux 500,Right Bank 100,44.9341,0.2048,353,
Bordeaux (Red),Clinet,10082252014,2014,1008225,Bordeaux 500,Right Bank 100,44.9341,0.2048,473,
Bordeaux (Red),Clinet,10082252013,2013,1008225,Bordeaux 500,Right Bank 100,44.9341,0.2048,526,
Bordeaux (Red),Clinet,10082252012,2012,1008225,Bordeaux 500,Right Bank 100,44.9341,0.2048,440,
Bordeaux (Red),Clinet,10082252011,2011,1008225,Bordeaux 500,Right Bank 100,44.9341,0.2048,269,
Bordeaux (Red),Clinet,10082252010,2010,1008225,Bordeaux 500,Right Bank 100,44.9341,0.2048,278,
Bordeaux (Red),Clinet,10082252009,2009,1008225,Bordeaux 500,Right Bank 100,44.9341,0.2048,420,
Bordeaux (Red),Clinet,10082252008,2008,1008225,Bordeaux 500,Right Bank 100,44.9341,0.2048,,
Bordeaux (Red),Clos Fourtet,10083392017,2017,1008339,Bordeaux 500,Right Bank 100,44.8944,0.1581,470,
Bordeaux (Red),Clos Fourtet,10083392016,2016,1008339,Bordeaux 500,Right Bank 100,44.8944,0.1581,418,
Bordeaux (Red),Clos Fourtet,10083392015,2015,1008339,Bordeaux 500,Right Bank 100,44.8944,0.1581,353,
Bordeaux (Red),Clos Fourtet,10083392014,2014,1008339,Bordeaux 500,Right Bank 100,44.8944,0.1581,473,
Bordeaux (Red),Clos Fourtet,10083392013,2013,1008339,Bordeaux 500,Right Bank 100,44.8944,0.1581,526,
Bordeaux (Red),Clos Fourtet,10083392012,2012,1008339,Bordeaux 500,Right Bank 100,44.8944,0.1581,440,
Bordeaux (Red),Clos Fourtet,10083392011,2011,1008339,Bordeaux 500,Right Bank 100,44.8944,0.1581,269,
Bordeaux (Red),Clos Fourtet,10083392010,2010,1008339,Bordeaux 500,Right Bank 100,44.8944,0.1581,278,
Bordeaux (Red),Clos Fourtet,10083392009,2009,1008339,Bordeaux 500,Right Bank 100,44.8944,0.1581,420,
Bordeaux (Red),Clos Fourtet,10083392008,2008,1008339,Bordeaux 500,Right Bank 100,44.8944,0.1581,,
Rhone,"Clos Papes, Chateauneuf Du Pape",11104872018,2018,1110487,Rhone 100,Southern Rhone 50,,,,
Rhone,"Clos Papes, Chateauneuf Du Pape",11104872017,2017,1110487,Rhone 100,Southern Rhone 50,,,,
Rhone,"Clos Papes, Chateauneuf Du Pape",11104872016,2016,1110487,Rhone 100,Southern Rhone 50,,,,
Rhone,"Clos Papes, Chateauneuf Du Pape",11104872015,2015,1110487,Rhone 100,Southern Rhone 50,,,,
Rhone,"Clos Papes, Chateauneuf Du Pape",11104872014,2014,1110487,Rhone 100,Southern Rhone 50,,,,
Rhone,"Clos Papes, Chateauneuf Du Pape",11104872013,2013,1110487,Rhone 100,Southern Rhone 50,,,,
Rhone,"Clos Papes, Chateauneuf Du Pape",11104872012,2012,1110487,Rhone 100,Southern Rhone 50,,,,
Rhone,"Clos Papes, Chateauneuf Du Pape",11104872011,2011,1110487,Rhone 100,Southern Rhone 50,,,,
Rhone,"Clos Papes, Chateauneuf Du Pape",11104872010,2010,1110487,Rhone 100,Southern Rhone 50,,,,
Rhone,"Clos Papes, Chateauneuf Du Pape",11104872009,2009,1110487,Rhone 100,Southern Rhone 50,,,,
Burgundy (white),"Coche Dury, Meursault",10647192018,2018,1064719,Burgundy150,White Burgundy ,,,,
Burgundy (white),"Coche Dury, Meursault",10647192017,2017,1064719,Burgundy150,White Burgundy ,,,,
Burgundy (white),"Coche Dury, Meursault",10647192016,2016,1064719,Burgundy150,White Burgundy ,,,,
Burgundy (white),"Coche Dury, Meursault",10647192015,2015,1064719,Burgundy150,White Burgundy ,,,,
Burgundy (white),"Coche Dury, Meursault",10647192014,2014,1064719,Burgundy150,White Burgundy ,,,,
Burgundy (white),"Coche Dury, Meursault",10647192013,2013,1064719,Burgundy150,White Burgundy ,,,,
Burgundy (white),"Coche Dury, Meursault",10647192012,2012,1064719,Burgundy150,White Burgundy ,,,,
Burgundy (white),"Coche Dury, Meursault",10647192011,2011,1064719,Burgundy150,White Burgundy ,,,,
Burgundy (white),"Coche Dury, Meursault",10647192010,2010,1064719,Burgundy150,White Burgundy ,,,,
Burgundy (white),"Coche Dury, Meursault",10647192009,2009,1064719,Burgundy150,White Burgundy ,,,,
Burgundy (red),"Comte Vogue, Musigny Vv",10268722018,2018,1026872,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Comte Vogue, Musigny Vv",10268722017,2017,1026872,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Comte Vogue, Musigny Vv",10268722016,2016,1026872,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Comte Vogue, Musigny Vv",10268722015,2015,1026872,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Comte Vogue, Musigny Vv",10268722014,2014,1026872,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Comte Vogue, Musigny Vv",10268722013,2013,1026872,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Comte Vogue, Musigny Vv",10268722012,2012,1026872,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Comte Vogue, Musigny Vv",10268722011,2011,1026872,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Comte Vogue, Musigny Vv",10268722010,2010,1026872,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Comte Vogue, Musigny Vv",10268722009,2009,1026872,Burgundy150,Red Burgundy ,,,,
Bordeaux (Red),Conseillante,10087462017,2017,1008746,Bordeaux 500,Right Bank 100,44.746389,-0.547778,470,
Bordeaux (Red),Conseillante,10087462016,2016,1008746,Bordeaux 500,Right Bank 100,44.746389,-0.547778,418,
Bordeaux (Red),Conseillante,10087462015,2015,1008746,Bordeaux 500,Right Bank 100,44.746389,-0.547778,353,
Bordeaux (Red),Conseillante,10087462014,2014,1008746,Bordeaux 500,Right Bank 100,44.746389,-0.547778,473,
Bordeaux (Red),Conseillante,10087462013,2013,1008746,Bordeaux 500,Right Bank 100,44.746389,-0.547778,526,
Bordeaux (Red),Conseillante,10087462012,2012,1008746,Bordeaux 500,Right Bank 100,44.746389,-0.547778,440,
Bordeaux (Red),Conseillante,10087462011,2011,1008746,Bordeaux 500,Right Bank 100,44.746389,-0.547778,269,
Bordeaux (Red),Conseillante,10087462010,2010,1008746,Bordeaux 500,Right Bank 100,44.746389,-0.547778,278,
Bordeaux (Red),Conseillante,10087462009,2009,1008746,Bordeaux 500,Right Bank 100,44.746389,-0.547778,420,
Bordeaux (Red),Conseillante,10087462008,2008,1008746,Bordeaux 500,Right Bank 100,44.746389,-0.547778,,
Bordeaux (Red),Cos d'Estournel,10087882017,2017,1008788,Bordeaux 500,Left Bank 200,45.2308,0.7758,470,
Bordeaux (Red),Cos d'Estournel,10087882016,2016,1008788,Bordeaux 500,Left Bank 200,45.2308,0.7758,418,
Bordeaux (Red),Cos d'Estournel,10087882015,2015,1008788,Bordeaux 500,Left Bank 200,45.2308,0.7758,353,
Bordeaux (Red),Cos d'Estournel,10087882014,2014,1008788,Bordeaux 500,Left Bank 200,45.2308,0.7758,473,
Bordeaux (Red),Cos d'Estournel,10087882013,2013,1008788,Bordeaux 500,Left Bank 200,45.2308,0.7758,526,
Bordeaux (Red),Cos d'Estournel,10087882012,2012,1008788,Bordeaux 500,Left Bank 200,45.2308,0.7758,440,
Bordeaux (Red),Cos d'Estournel,10087882011,2011,1008788,Bordeaux 500,Left Bank 200,45.2308,0.7758,269,
Bordeaux (Red),Cos d'Estournel,10087882010,2010,1008788,Bordeaux 500,Left Bank 200,45.2308,0.7758,278,
Bordeaux (Red),Cos d'Estournel,10087882009,2009,1008788,Bordeaux 500,Left Bank 200,45.2308,0.7758,420,
Bordeaux (Red),Cos d'Estournel,10087882008,2008,1008788,Bordeaux 500,Left Bank 200,45.2308,0.7758,,
Bordeaux (White),Coutet,10167922017,2017,1016792,Bordeaux 500,Sauternes 50,44.5947,0.326,470,
Bordeaux (White),Coutet,10167922016,2016,1016792,Bordeaux 500,Sauternes 50,44.5947,0.326,418,
Bordeaux (White),Coutet,10167922015,2015,1016792,Bordeaux 500,Sauternes 50,44.5947,0.326,353,
Bordeaux (White),Coutet,10167922014,2014,1016792,Bordeaux 500,Sauternes 50,44.5947,0.326,473,
Bordeaux (White),Coutet,10167922013,2013,1016792,Bordeaux 500,Sauternes 50,44.5947,0.326,526,
Bordeaux (White),Coutet,10167922012,2012,1016792,Bordeaux 500,Sauternes 50,44.5947,0.326,440,
Bordeaux (White),Coutet,10167922011,2011,1016792,Bordeaux 500,Sauternes 50,44.5947,0.326,269,
Bordeaux (White),Coutet,10167922010,2010,1016792,Bordeaux 500,Sauternes 50,44.5947,0.326,278,
Bordeaux (White),Coutet,10167922009,2009,1016792,Bordeaux 500,Sauternes 50,44.5947,0.326,420,
Bordeaux (White),Coutet,10167922008,2008,1016792,Bordeaux 500,Sauternes 50,44.5947,0.326,,
Burgundy (red),"Domaine Clos Tart, Clos Tart",10476482018,2018,1047648,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Domaine Clos Tart, Clos Tart",10476482017,2017,1047648,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Domaine Clos Tart, Clos Tart",10476482016,2016,1047648,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Domaine Clos Tart, Clos Tart",10476482015,2015,1047648,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Domaine Clos Tart, Clos Tart",10476482014,2014,1047648,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Domaine Clos Tart, Clos Tart",10476482013,2013,1047648,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Domaine Clos Tart, Clos Tart",10476482012,2012,1047648,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Domaine Clos Tart, Clos Tart",10476482011,2011,1047648,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Domaine Clos Tart, Clos Tart",10476482010,2010,1047648,Burgundy150,Red Burgundy ,,,,
Burgundy (red),"Domaine Clos Tart, Clos Tart",10476482009,2009,1047648,Burgundy150,Red Burgundy ,,,,
Rhone,"Domaine de la Janasse, Chateauneuf du Pape Vieilles Vignes",11139702017,2017,1113970,Rhone 100,Southern Rhone 50,,,,
Rhone,"Domaine de la Janasse, Chateauneuf du Pape Vieilles Vignes",11139702016,2016,1113970,Rhone 100,Southern Rhone 50,,,,
Rhone,"Domaine de la Janasse, Chateauneuf du Pape Vieilles Vignes",11139702015,2015,1113970,Rhone 100,Southern Rhone 50,,,,
Rhone,"Domaine de la Janasse, Chateauneuf du Pape Vieilles Vignes",11139702014,2014,1113970,Rhone 100,Southern Rhone 50,,,,
